drug1,drug2,target,new_target,source_file
DB02641,DB08267,0,0,ds_hep-ddis_res.pkl
DB02743,DB07216,0,0,ds_hep-ddis_res.pkl
DB04324,DB04242,0,0,ds_hep-ddis_res.pkl
DB08912,DB03051,0,0,ds_hep-ddis_res.pkl
DB08060,DB02338,0,0,ds_hep-ddis_res.pkl
DB02919,DB07195,0,0,ds_hep-ddis_res.pkl
DB02648,DB12499,0,0,ds_hep-ddis_res.pkl
DB01593,DB07820,0,0,ds_hep-ddis_res.pkl
DB04673,DB06720,0,0,ds_hep-ddis_res.pkl
DB07152,DB06820,0,0,ds_hep-ddis_res.pkl
DB04009,DB08029,0,0,ds_hep-ddis_res.pkl
DB02995,DB02058,0,0,ds_hep-ddis_res.pkl
DB08904,DB06896,0,0,ds_hep-ddis_res.pkl
DB03368,DB00862,0,0,ds_hep-ddis_res.pkl
DB01396,DB08248,0,0,ds_hep-ddis_res.pkl
DB07031,DB07158,0,0,ds_hep-ddis_res.pkl
DB04456,DB02531,0,0,ds_hep-ddis_res.pkl
DB02787,DB04006,0,0,ds_hep-ddis_res.pkl
DB07039,DB07529,0,0,ds_hep-ddis_res.pkl
DB03214,DB07141,0,0,ds_hep-ddis_res.pkl
DB02479,DB09070,0,0,ds_hep-ddis_res.pkl
DB04574,DB08265,0,0,ds_hep-ddis_res.pkl
DB08344,DB02376,0,0,ds_hep-ddis_res.pkl
DB06204,DB07689,0,0,ds_hep-ddis_res.pkl
DB15442,DB04114,0,0,ds_hep-ddis_res.pkl
DB03132,DB03221,0,0,ds_hep-ddis_res.pkl
DB06955,DB01805,0,0,ds_hep-ddis_res.pkl
DB03837,DB02256,0,0,ds_hep-ddis_res.pkl
DB16820,DB07991,0,0,ds_hep-ddis_res.pkl
DB02190,DB00368,0,0,ds_hep-ddis_res.pkl
DB07312,DB07145,0,0,ds_hep-ddis_res.pkl
DB02355,DB03769,0,0,ds_hep-ddis_res.pkl
DB11853,DB02027,0,0,ds_hep-ddis_res.pkl
DB02973,DB03010,0,0,ds_hep-ddis_res.pkl
DB01419,DB03834,0,0,ds_hep-ddis_res.pkl
DB00256,DB08073,0,0,ds_hep-ddis_res.pkl
DB07976,DB15685,0,0,ds_hep-ddis_res.pkl
DB04648,DB08007,0,0,ds_hep-ddis_res.pkl
DB00735,DB00332,0,1,ds_hep-ddis_res.pkl
DB03933,DB06942,0,0,ds_hep-ddis_res.pkl
DB02713,DB01933,0,0,ds_hep-ddis_res.pkl
DB05271,DB02794,0,0,ds_hep-ddis_res.pkl
DB01721,DB00994,0,0,ds_hep-ddis_res.pkl
DB07292,DB00989,0,0,ds_hep-ddis_res.pkl
DB03539,DB06713,0,0,ds_hep-ddis_res.pkl
DB08359,DB14533,0,0,ds_hep-ddis_res.pkl
DB02299,DB08683,0,0,ds_hep-ddis_res.pkl
DB03394,DB02428,0,0,ds_hep-ddis_res.pkl
DB14939,DB04868,0,1,ds_hep-ddis_res.pkl
DB06831,DB03531,0,0,ds_hep-ddis_res.pkl
DB01783,DB00321,0,0,ds_hep-ddis_res.pkl
DB03138,DB07675,0,0,ds_hep-ddis_res.pkl
DB07596,DB08042,0,0,ds_hep-ddis_res.pkl
DB01120,DB08910,0,1,ds_hep-ddis_res.pkl
DB00564,DB03109,0,0,ds_hep-ddis_res.pkl
DB04238,DB01224,0,0,ds_hep-ddis_res.pkl
DB12005,DB04157,0,0,ds_hep-ddis_res.pkl
DB11132,DB00701,0,0,ds_hep-ddis_res.pkl
DB03150,DB00890,0,0,ds_hep-ddis_res.pkl
DB01232,DB08124,0,0,ds_hep-ddis_res.pkl
DB15258,DB02574,0,0,ds_hep-ddis_res.pkl
DB07011,DB02841,0,0,ds_hep-ddis_res.pkl
DB08245,DB00355,0,0,ds_hep-ddis_res.pkl
DB00670,DB03015,0,0,ds_hep-ddis_res.pkl
DB07206,DB12917,0,0,ds_hep-ddis_res.pkl
DB11425,DB00640,0,1,ds_hep-ddis_res.pkl
DB06733,DB11094,0,1,ds_hep-ddis_res.pkl
DB03150,DB04124,0,0,ds_hep-ddis_res.pkl
DB01093,DB13161,0,1,ds_hep-ddis_res.pkl
DB17449,DB13899,0,0,ds_hep-ddis_res.pkl
DB07235,DB01018,0,0,ds_hep-ddis_res.pkl
DB04752,DB07498,0,0,ds_hep-ddis_res.pkl
DB01953,DB03692,0,0,ds_hep-ddis_res.pkl
DB08346,DB06859,0,0,ds_hep-ddis_res.pkl
DB13149,DB01077,0,1,ds_hep-ddis_res.pkl
DB04795,DB07339,0,0,ds_hep-ddis_res.pkl
DB07938,DB02591,0,0,ds_hep-ddis_res.pkl
DB03470,DB13751,0,0,ds_hep-ddis_res.pkl
DB08273,DB15218,0,0,ds_hep-ddis_res.pkl
DB03181,DB07387,0,0,ds_hep-ddis_res.pkl
DB03172,DB00209,0,1,ds_hep-ddis_res.pkl
DB02049,DB07973,0,0,ds_hep-ddis_res.pkl
DB03333,DB07190,0,0,ds_hep-ddis_res.pkl
DB02239,DB02274,0,0,ds_hep-ddis_res.pkl
DB03196,DB08505,0,0,ds_hep-ddis_res.pkl
DB01753,DB03522,0,0,ds_hep-ddis_res.pkl
DB01102,DB04141,0,0,ds_hep-ddis_res.pkl
DB00673,DB11425,0,1,ds_hep-ddis_res.pkl
DB00600,DB08559,0,0,ds_hep-ddis_res.pkl
DB08589,DB01018,0,0,ds_hep-ddis_res.pkl
DB03714,DB04685,0,0,ds_hep-ddis_res.pkl
DB11560,DB01005,0,1,ds_hep-ddis_res.pkl
DB08621,DB08482,0,0,ds_hep-ddis_res.pkl
DB03434,DB02543,0,0,ds_hep-ddis_res.pkl
DB07573,DB03897,0,0,ds_hep-ddis_res.pkl
DB16222,DB01814,0,0,ds_hep-ddis_res.pkl
DB03022,DB08284,0,0,ds_hep-ddis_res.pkl
DB03637,DB06992,0,0,ds_hep-ddis_res.pkl
DB00288,DB03172,0,1,ds_hep-ddis_res.pkl
DB03670,DB00715,0,0,ds_hep-ddis_res.pkl
DB15494,DB04112,0,0,ds_hep-ddis_res.pkl
DB08296,DB01135,0,0,ds_hep-ddis_res.pkl
DB01416,DB04209,0,1,ds_hep-ddis_res.pkl
DB07132,DB03472,0,0,ds_hep-ddis_res.pkl
DB01083,DB06994,0,0,ds_hep-ddis_res.pkl
DB01232,DB02418,0,0,ds_hep-ddis_res.pkl
DB00950,DB06999,0,1,ds_hep-ddis_res.pkl
DB03814,DB01971,0,0,ds_hep-ddis_res.pkl
DB00016,DB03912,0,0,ds_hep-ddis_res.pkl
DB07179,DB03035,0,0,ds_hep-ddis_res.pkl
DB00462,DB06374,0,0,ds_hep-ddis_res.pkl
DB02987,DB02337,0,0,ds_hep-ddis_res.pkl
DB02475,DB08064,0,0,ds_hep-ddis_res.pkl
DB03612,DB02229,0,0,ds_hep-ddis_res.pkl
DB08004,DB07674,0,0,ds_hep-ddis_res.pkl
DB07487,DB08548,0,0,ds_hep-ddis_res.pkl
DB03991,DB11757,0,0,ds_hep-ddis_res.pkl
DB03772,DB07569,0,0,ds_hep-ddis_res.pkl
DB00476,DB07117,0,0,ds_hep-ddis_res.pkl
DB02059,DB02486,0,0,ds_hep-ddis_res.pkl
DB11254,DB07946,0,0,ds_hep-ddis_res.pkl
DB01364,DB15690,0,1,ds_hep-ddis_res.pkl
DB03572,DB08618,0,0,ds_hep-ddis_res.pkl
DB08820,DB08161,0,0,ds_hep-ddis_res.pkl
DB02541,DB07546,0,0,ds_hep-ddis_res.pkl
DB00820,DB08551,0,0,ds_hep-ddis_res.pkl
DB02048,DB08304,0,0,ds_hep-ddis_res.pkl
DB03773,DB07192,0,0,ds_hep-ddis_res.pkl
DB01329,DB03153,0,0,ds_hep-ddis_res.pkl
DB11866,DB03178,0,0,ds_hep-ddis_res.pkl
DB04079,DB08561,0,0,ds_hep-ddis_res.pkl
DB08624,DB07560,0,0,ds_hep-ddis_res.pkl
DB14754,DB07024,0,0,ds_hep-ddis_res.pkl
DB02259,DB06886,0,0,ds_hep-ddis_res.pkl
DB01619,DB04695,0,0,ds_hep-ddis_res.pkl
DB04518,DB11712,0,0,ds_hep-ddis_res.pkl
DB09195,DB07162,0,0,ds_hep-ddis_res.pkl
DB06285,DB00950,0,1,ds_hep-ddis_res.pkl
DB07848,DB08291,0,0,ds_hep-ddis_res.pkl
DB08257,DB01882,0,0,ds_hep-ddis_res.pkl
DB12010,DB03442,0,0,ds_hep-ddis_res.pkl
DB00933,DB02849,0,0,ds_hep-ddis_res.pkl
DB08333,DB01175,0,0,ds_hep-ddis_res.pkl
DB09331,DB08493,0,0,ds_hep-ddis_res.pkl
DB01011,DB00170,0,1,ds_hep-ddis_res.pkl
DB03033,DB03488,0,0,ds_hep-ddis_res.pkl
DB07676,DB12499,0,0,ds_hep-ddis_res.pkl
DB02296,DB06594,0,0,ds_hep-ddis_res.pkl
DB04463,DB02276,0,0,ds_hep-ddis_res.pkl
DB07078,DB04494,0,0,ds_hep-ddis_res.pkl
DB08385,DB02458,0,0,ds_hep-ddis_res.pkl
DB01785,DB03761,0,0,ds_hep-ddis_res.pkl
DB13800,DB07791,0,0,ds_hep-ddis_res.pkl
DB02835,DB04285,0,0,ds_hep-ddis_res.pkl
DB04405,DB03751,0,0,ds_hep-ddis_res.pkl
DB08473,DB08172,0,0,ds_hep-ddis_res.pkl
DB07192,DB03906,0,0,ds_hep-ddis_res.pkl
DB08211,DB02766,0,0,ds_hep-ddis_res.pkl
DB03093,DB08653,0,0,ds_hep-ddis_res.pkl
DB08654,DB03499,0,0,ds_hep-ddis_res.pkl
DB07924,DB01631,0,0,ds_hep-ddis_res.pkl
DB02968,DB01669,0,1,ds_hep-ddis_res.pkl
DB04208,DB03504,0,0,ds_hep-ddis_res.pkl
DB05578,DB07676,0,0,ds_hep-ddis_res.pkl
DB04465,DB14583,0,0,ds_hep-ddis_res.pkl
DB07229,DB00334,0,0,ds_hep-ddis_res.pkl
DB03351,DB02092,0,0,ds_hep-ddis_res.pkl
DB07763,DB08210,0,0,ds_hep-ddis_res.pkl
DB06689,DB03300,0,0,ds_hep-ddis_res.pkl
DB13729,DB07908,0,0,ds_hep-ddis_res.pkl
DB03975,DB03626,0,0,ds_hep-ddis_res.pkl
DB03480,DB02885,0,0,ds_hep-ddis_res.pkl
DB07738,DB01281,0,0,ds_hep-ddis_res.pkl
DB00762,DB04104,0,0,ds_hep-ddis_res.pkl
DB01422,DB08394,0,0,ds_hep-ddis_res.pkl
DB00758,DB01686,0,0,ds_hep-ddis_res.pkl
DB01118,DB04252,0,0,ds_hep-ddis_res.pkl
DB07895,DB07141,0,0,ds_hep-ddis_res.pkl
DB00339,DB04162,0,0,ds_hep-ddis_res.pkl
DB07046,DB03297,0,0,ds_hep-ddis_res.pkl
DB02908,DB07937,0,0,ds_hep-ddis_res.pkl
DB00799,DB09265,0,1,ds_hep-ddis_res.pkl
DB07391,DB04614,0,0,ds_hep-ddis_res.pkl
DB08186,DB02198,0,0,ds_hep-ddis_res.pkl
DB15001,DB08238,0,0,ds_hep-ddis_res.pkl
DB02024,DB06612,0,0,ds_hep-ddis_res.pkl
DB00083,DB03632,0,0,ds_hep-ddis_res.pkl
DB06772,DB08054,0,0,ds_hep-ddis_res.pkl
DB00108,DB03747,0,0,ds_hep-ddis_res.pkl
DB08059,DB01188,0,1,ds_hep-ddis_res.pkl
DB00736,DB08056,0,0,ds_hep-ddis_res.pkl
DB03250,DB08815,0,0,ds_hep-ddis_res.pkl
DB11988,DB07769,0,0,ds_hep-ddis_res.pkl
DB02078,DB08927,0,0,ds_hep-ddis_res.pkl
DB09036,DB01277,0,1,ds_hep-ddis_res.pkl
DB00619,DB04714,0,0,ds_hep-ddis_res.pkl
DB02188,DB04741,0,0,ds_hep-ddis_res.pkl
DB03731,DB00561,0,0,ds_hep-ddis_res.pkl
DB15493,DB11217,0,1,ds_hep-ddis_res.pkl
DB08606,DB06335,0,0,ds_hep-ddis_res.pkl
DB00018,DB08900,0,1,ds_hep-ddis_res.pkl
DB08588,DB00970,0,0,ds_hep-ddis_res.pkl
DB01233,DB04126,0,0,ds_hep-ddis_res.pkl
DB00141,DB07742,0,0,ds_hep-ddis_res.pkl
DB00740,DB13192,0,1,ds_hep-ddis_res.pkl
DB00030,DB07465,0,0,ds_hep-ddis_res.pkl
DB05087,DB04527,0,0,ds_hep-ddis_res.pkl
DB01207,DB14999,0,1,ds_hep-ddis_res.pkl
DB07952,DB08383,0,0,ds_hep-ddis_res.pkl
DB07811,DB00609,0,0,ds_hep-ddis_res.pkl
DB00564,DB14538,0,1,ds_hep-ddis_res.pkl
DB01090,DB03896,0,1,ds_hep-ddis_res.pkl
DB03065,DB04199,0,0,ds_hep-ddis_res.pkl
DB04477,DB17080,0,0,ds_hep-ddis_res.pkl
DB04700,DB01725,0,0,ds_hep-ddis_res.pkl
DB07587,DB01197,0,0,ds_hep-ddis_res.pkl
DB01919,DB01020,0,0,ds_hep-ddis_res.pkl
DB08153,DB08648,0,0,ds_hep-ddis_res.pkl
DB08903,DB00012,0,1,ds_hep-ddis_res.pkl
DB03109,DB07043,0,0,ds_hep-ddis_res.pkl
DB02518,DB02319,0,0,ds_hep-ddis_res.pkl
DB00850,DB07473,0,0,ds_hep-ddis_res.pkl
DB13901,DB08392,0,0,ds_hep-ddis_res.pkl
DB04751,DB00036,0,0,ds_hep-ddis_res.pkl
DB00257,DB08487,0,0,ds_hep-ddis_res.pkl
DB07197,DB08882,0,0,ds_hep-ddis_res.pkl
DB07004,DB00211,0,0,ds_hep-ddis_res.pkl
DB00183,DB05259,0,1,ds_hep-ddis_res.pkl
DB02484,DB06958,0,0,ds_hep-ddis_res.pkl
DB11071,DB09297,0,1,ds_hep-ddis_res.pkl
DB03679,DB03246,0,0,ds_hep-ddis_res.pkl
DB03981,DB01009,0,0,ds_hep-ddis_res.pkl
DB07343,DB06901,0,0,ds_hep-ddis_res.pkl
DB00675,DB07287,0,0,ds_hep-ddis_res.pkl
DB00631,DB04722,0,0,ds_hep-ddis_res.pkl
DB11569,DB04136,0,0,ds_hep-ddis_res.pkl
DB02515,DB01059,0,0,ds_hep-ddis_res.pkl
DB07692,DB09296,0,0,ds_hep-ddis_res.pkl
DB01143,DB08562,0,0,ds_hep-ddis_res.pkl
DB04672,DB00498,0,0,ds_hep-ddis_res.pkl
DB04016,DB14740,0,0,ds_hep-ddis_res.pkl
DB01631,DB06589,0,0,ds_hep-ddis_res.pkl
DB07928,DB03482,0,0,ds_hep-ddis_res.pkl
DB03335,DB00935,0,0,ds_hep-ddis_res.pkl
DB00399,DB01887,0,0,ds_hep-ddis_res.pkl
DB08146,DB03506,0,0,ds_hep-ddis_res.pkl
DB03815,DB15218,0,0,ds_hep-ddis_res.pkl
DB14065,DB08422,0,0,ds_hep-ddis_res.pkl
DB06209,DB00592,0,1,ds_hep-ddis_res.pkl
DB03403,DB11582,0,0,ds_hep-ddis_res.pkl
DB03399,DB12001,0,0,ds_hep-ddis_res.pkl
DB07174,DB06751,0,0,ds_hep-ddis_res.pkl
DB08790,DB02616,0,0,ds_hep-ddis_res.pkl
DB04772,DB07376,0,0,ds_hep-ddis_res.pkl
DB02132,DB07498,0,0,ds_hep-ddis_res.pkl
DB06887,DB02641,0,0,ds_hep-ddis_res.pkl
DB04067,DB04288,0,0,ds_hep-ddis_res.pkl
DB00138,DB00181,0,0,ds_hep-ddis_res.pkl
DB03380,DB11988,0,0,ds_hep-ddis_res.pkl
DB11604,DB00354,0,1,ds_hep-ddis_res.pkl
DB00384,DB01276,0,1,ds_hep-ddis_res.pkl
DB09083,DB01880,0,0,ds_hep-ddis_res.pkl
DB08459,DB07227,0,0,ds_hep-ddis_res.pkl
DB04588,DB08497,0,0,ds_hep-ddis_res.pkl
DB01138,DB13200,0,1,ds_hep-ddis_res.pkl
DB03984,DB01819,0,0,ds_hep-ddis_res.pkl
DB09539,DB08489,0,0,ds_hep-ddis_res.pkl
DB07922,DB02395,0,0,ds_hep-ddis_res.pkl
DB00134,DB07259,0,0,ds_hep-ddis_res.pkl
DB07590,DB07219,0,0,ds_hep-ddis_res.pkl
DB03795,DB04631,0,0,ds_hep-ddis_res.pkl
DB03995,DB16355,0,0,ds_hep-ddis_res.pkl
DB04328,DB02254,0,0,ds_hep-ddis_res.pkl
DB00385,DB06813,0,1,ds_hep-ddis_res.pkl
DB08546,DB08931,0,1,ds_hep-ddis_res.pkl
DB07501,DB08159,0,0,ds_hep-ddis_res.pkl
DB03368,DB07642,0,0,ds_hep-ddis_res.pkl
DB04604,DB00484,0,1,ds_hep-ddis_res.pkl
DB08491,DB04758,0,0,ds_hep-ddis_res.pkl
DB06771,DB07316,0,0,ds_hep-ddis_res.pkl
DB03673,DB04771,0,0,ds_hep-ddis_res.pkl
DB03697,DB01631,0,0,ds_hep-ddis_res.pkl
DB08093,DB06595,0,0,ds_hep-ddis_res.pkl
DB04140,DB02628,0,0,ds_hep-ddis_res.pkl
DB01756,DB08074,0,0,ds_hep-ddis_res.pkl
DB03772,DB04602,0,0,ds_hep-ddis_res.pkl
DB01611,DB08194,0,0,ds_hep-ddis_res.pkl
DB08209,DB17449,0,0,ds_hep-ddis_res.pkl
DB07040,DB11601,0,0,ds_hep-ddis_res.pkl
DB06838,DB12377,0,0,ds_hep-ddis_res.pkl
DB01169,DB08037,0,1,ds_hep-ddis_res.pkl
DB01183,DB02112,0,0,ds_hep-ddis_res.pkl
DB02766,DB00993,0,0,ds_hep-ddis_res.pkl
DB06972,DB07137,0,0,ds_hep-ddis_res.pkl
DB07100,DB06413,0,0,ds_hep-ddis_res.pkl
DB03672,DB00543,0,0,ds_hep-ddis_res.pkl
DB05099,DB08195,0,0,ds_hep-ddis_res.pkl
DB04619,DB08414,0,0,ds_hep-ddis_res.pkl
DB07335,DB07203,0,0,ds_hep-ddis_res.pkl
DB00448,DB00687,0,1,ds_hep-ddis_res.pkl
DB03037,DB03534,0,0,ds_hep-ddis_res.pkl
DB02442,DB02017,0,0,ds_hep-ddis_res.pkl
DB07583,DB07253,0,0,ds_hep-ddis_res.pkl
DB03696,DB02479,0,0,ds_hep-ddis_res.pkl
DB01883,DB02388,0,0,ds_hep-ddis_res.pkl
DB09472,DB07778,0,1,ds_hep-ddis_res.pkl
DB07988,DB08464,0,0,ds_hep-ddis_res.pkl
DB07848,DB11928,0,0,ds_hep-ddis_res.pkl
DB11193,DB01085,0,1,ds_hep-ddis_res.pkl
DB07343,DB00897,0,0,ds_hep-ddis_res.pkl
DB03117,DB04617,0,0,ds_hep-ddis_res.pkl
DB02595,DB04391,0,0,ds_hep-ddis_res.pkl
DB09054,DB02361,0,0,ds_hep-ddis_res.pkl
DB01223,DB04315,0,1,ds_hep-ddis_res.pkl
DB04649,DB03606,0,0,ds_hep-ddis_res.pkl
DB01413,DB00012,0,1,ds_hep-ddis_res.pkl
DB04214,DB07612,0,0,ds_hep-ddis_res.pkl
DB08573,DB15627,0,0,ds_hep-ddis_res.pkl
DB02178,DB00122,0,0,ds_hep-ddis_res.pkl
DB02395,DB02573,0,0,ds_hep-ddis_res.pkl
DB01032,DB04549,0,0,ds_hep-ddis_res.pkl
DB07499,DB11817,0,0,ds_hep-ddis_res.pkl
DB00260,DB09036,0,1,ds_hep-ddis_res.pkl
DB06205,DB04265,0,0,ds_hep-ddis_res.pkl
DB07916,DB06210,0,0,ds_hep-ddis_res.pkl
DB02867,DB07782,0,0,ds_hep-ddis_res.pkl
DB00295,DB07009,0,0,ds_hep-ddis_res.pkl
DB14999,DB08562,0,0,ds_hep-ddis_res.pkl
DB04334,DB06283,0,0,ds_hep-ddis_res.pkl
DB03456,DB09123,0,0,ds_hep-ddis_res.pkl
DB06718,DB07005,0,0,ds_hep-ddis_res.pkl
DB01175,DB03877,0,1,ds_hep-ddis_res.pkl
DB08513,DB00711,0,0,ds_hep-ddis_res.pkl
DB04643,DB08791,0,0,ds_hep-ddis_res.pkl
DB03734,DB16582,0,0,ds_hep-ddis_res.pkl
DB00162,DB07445,0,0,ds_hep-ddis_res.pkl
DB07969,DB07234,0,0,ds_hep-ddis_res.pkl
DB07458,DB08889,0,1,ds_hep-ddis_res.pkl
DB08573,DB08000,0,0,ds_hep-ddis_res.pkl
DB04216,DB05382,0,1,ds_hep-ddis_res.pkl
DB09303,DB09122,0,1,ds_hep-ddis_res.pkl
DB02363,DB07177,0,0,ds_hep-ddis_res.pkl
DB02190,DB04735,0,0,ds_hep-ddis_res.pkl
DB01702,DB06981,0,0,ds_hep-ddis_res.pkl
DB01119,DB07061,0,0,ds_hep-ddis_res.pkl
DB08341,DB04302,0,0,ds_hep-ddis_res.pkl
DB07744,DB03685,0,0,ds_hep-ddis_res.pkl
DB03038,DB08934,0,0,ds_hep-ddis_res.pkl
DB00737,DB07382,0,0,ds_hep-ddis_res.pkl
DB00242,DB08903,0,1,ds_hep-ddis_res.pkl
DB03165,DB07866,0,0,ds_hep-ddis_res.pkl
DB02519,DB02061,0,0,ds_hep-ddis_res.pkl
DB00641,DB02544,0,0,ds_hep-ddis_res.pkl
DB01734,DB08694,0,0,ds_hep-ddis_res.pkl
DB02780,DB04807,0,0,ds_hep-ddis_res.pkl
DB07675,DB06237,0,0,ds_hep-ddis_res.pkl
DB02257,DB01633,0,0,ds_hep-ddis_res.pkl
DB08277,DB00528,0,0,ds_hep-ddis_res.pkl
DB04397,DB04374,0,0,ds_hep-ddis_res.pkl
DB13144,DB02678,0,1,ds_hep-ddis_res.pkl
DB03040,DB08345,0,0,ds_hep-ddis_res.pkl
DB08229,DB02151,0,0,ds_hep-ddis_res.pkl
DB00719,DB07946,0,0,ds_hep-ddis_res.pkl
DB07259,DB07798,0,0,ds_hep-ddis_res.pkl
DB08684,DB07158,0,0,ds_hep-ddis_res.pkl
DB02542,DB08191,0,0,ds_hep-ddis_res.pkl
DB01779,DB02334,0,0,ds_hep-ddis_res.pkl
DB03365,DB01925,0,0,ds_hep-ddis_res.pkl
DB03032,DB14533,0,0,ds_hep-ddis_res.pkl
DB06925,DB05667,0,0,ds_hiv-ddis_res.pkl
DB06947,DB07673,0,0,ds_hiv-ddis_res.pkl
DB04610,DB03761,0,0,ds_hiv-ddis_res.pkl
DB06234,DB04361,0,0,ds_hiv-ddis_res.pkl
DB12941,DB03380,0,0,ds_hiv-ddis_res.pkl
DB08835,DB06213,0,1,ds_hiv-ddis_res.pkl
DB02917,DB04679,0,0,ds_hiv-ddis_res.pkl
DB09027,DB02710,0,0,ds_hiv-ddis_res.pkl
DB04452,DB01280,0,0,ds_hiv-ddis_res.pkl
DB11577,DB00989,0,0,ds_hiv-ddis_res.pkl
DB08276,DB07708,0,0,ds_hiv-ddis_res.pkl
DB08371,DB01655,0,0,ds_hiv-ddis_res.pkl
DB02770,DB07971,0,0,ds_hiv-ddis_res.pkl
DB03708,DB02133,0,0,ds_hiv-ddis_res.pkl
DB00772,DB07902,0,0,ds_hiv-ddis_res.pkl
DB02213,DB01753,0,0,ds_hiv-ddis_res.pkl
DB08681,DB09034,0,0,ds_hiv-ddis_res.pkl
DB02898,DB11800,0,0,ds_hiv-ddis_res.pkl
DB06957,DB12010,0,0,ds_hiv-ddis_res.pkl
DB00889,DB07673,0,0,ds_hiv-ddis_res.pkl
DB04205,DB11842,0,0,ds_hiv-ddis_res.pkl
DB06273,DB01606,0,1,ds_hiv-ddis_res.pkl
DB07744,DB03366,0,0,ds_hiv-ddis_res.pkl
DB06688,DB02996,0,0,ds_hiv-ddis_res.pkl
DB08491,DB08802,0,0,ds_hiv-ddis_res.pkl
DB07970,DB04185,0,0,ds_hiv-ddis_res.pkl
DB06283,DB07429,0,0,ds_hiv-ddis_res.pkl
DB03325,DB02721,0,0,ds_hiv-ddis_res.pkl
DB07365,DB00484,0,0,ds_hiv-ddis_res.pkl
DB04545,DB01112,0,1,ds_hiv-ddis_res.pkl
DB04585,DB04776,0,0,ds_hiv-ddis_res.pkl
DB07366,DB01970,0,0,ds_hiv-ddis_res.pkl
DB11738,DB14707,0,1,ds_hiv-ddis_res.pkl
DB08004,DB08087,0,0,ds_hiv-ddis_res.pkl
DB15566,DB04149,0,1,ds_hiv-ddis_res.pkl
DB01699,DB12371,0,0,ds_hiv-ddis_res.pkl
DB08420,DB02363,0,0,ds_hiv-ddis_res.pkl
DB03505,DB04297,0,0,ds_hiv-ddis_res.pkl
DB08159,DB00900,0,0,ds_hiv-ddis_res.pkl
DB07965,DB11328,0,0,ds_hiv-ddis_res.pkl
DB00259,DB14700,0,1,ds_hiv-ddis_res.pkl
DB01772,DB04798,0,0,ds_hiv-ddis_res.pkl
DB09038,DB03061,0,0,ds_hiv-ddis_res.pkl
DB04776,DB00413,0,0,ds_hiv-ddis_res.pkl
DB04154,DB03911,0,0,ds_hiv-ddis_res.pkl
DB07540,DB09555,0,1,ds_hiv-ddis_res.pkl
DB11644,DB09119,0,1,ds_hiv-ddis_res.pkl
DB03443,DB08283,0,0,ds_hiv-ddis_res.pkl
DB08265,DB12107,0,0,ds_hiv-ddis_res.pkl
DB03182,DB03234,0,0,ds_hiv-ddis_res.pkl
DB00287,DB03326,0,0,ds_hiv-ddis_res.pkl
DB03219,DB02504,0,0,ds_hiv-ddis_res.pkl
DB02499,DB00883,0,0,ds_hiv-ddis_res.pkl
DB07487,DB00408,0,0,ds_hiv-ddis_res.pkl
DB03361,DB00335,0,0,ds_hiv-ddis_res.pkl
DB02800,DB01753,0,0,ds_hiv-ddis_res.pkl
DB09265,DB03749,0,0,ds_hiv-ddis_res.pkl
DB06944,DB02691,0,0,ds_hiv-ddis_res.pkl
DB04469,DB01262,0,0,ds_hiv-ddis_res.pkl
DB07882,DB02936,0,0,ds_hiv-ddis_res.pkl
DB15114,DB03129,0,0,ds_hiv-ddis_res.pkl
DB08378,DB02236,0,0,ds_hiv-ddis_res.pkl
DB02222,DB01756,0,0,ds_hiv-ddis_res.pkl
DB01378,DB08515,0,0,ds_hiv-ddis_res.pkl
DB06813,DB03473,0,0,ds_hiv-ddis_res.pkl
DB04707,DB00626,0,1,ds_hiv-ddis_res.pkl
DB14783,DB02750,0,1,ds_hiv-ddis_res.pkl
DB03979,DB15114,0,0,ds_hiv-ddis_res.pkl
DB07746,DB12612,0,0,ds_hiv-ddis_res.pkl
DB01416,DB04689,0,0,ds_hiv-ddis_res.pkl
DB08466,DB07651,0,0,ds_hiv-ddis_res.pkl
DB00814,DB08355,0,0,ds_hiv-ddis_res.pkl
DB04015,DB04453,0,0,ds_hiv-ddis_res.pkl
DB00159,DB05332,0,1,ds_hiv-ddis_res.pkl
DB01998,DB03132,0,0,ds_hiv-ddis_res.pkl
DB04753,DB03847,0,0,ds_hiv-ddis_res.pkl
DB08742,DB06216,0,1,ds_hiv-ddis_res.pkl
DB00972,DB04149,0,1,ds_hiv-ddis_res.pkl
DB02243,DB04690,0,0,ds_hiv-ddis_res.pkl
DB13166,DB03999,0,0,ds_hiv-ddis_res.pkl
DB05990,DB03079,0,0,ds_hiv-ddis_res.pkl
DB02189,DB02420,0,0,ds_hiv-ddis_res.pkl
DB02613,DB07476,0,0,ds_hiv-ddis_res.pkl
DB08040,DB09462,0,0,ds_hiv-ddis_res.pkl
DB08296,DB03175,0,0,ds_hiv-ddis_res.pkl
DB04376,DB00396,0,0,ds_hiv-ddis_res.pkl
DB16099,DB09295,0,1,ds_hiv-ddis_res.pkl
DB03637,DB16694,0,0,ds_hiv-ddis_res.pkl
DB07608,DB12023,0,0,ds_hiv-ddis_res.pkl
DB07610,DB02828,0,0,ds_hiv-ddis_res.pkl
DB09418,DB13923,0,0,ds_hiv-ddis_res.pkl
DB01732,DB12808,0,0,ds_hiv-ddis_res.pkl
DB03218,DB08310,0,0,ds_hiv-ddis_res.pkl
