drug1,drug2,target,new_target,source_file
DB09053,DB00697,0,1,ds_frenchDB-ddis_res.pkl
DB03619,DB13158,0,1,ds_frenchDB-ddis_res.pkl
DB11219,DB09280,0,1,ds_frenchDB-ddis_res.pkl
DB02967,DB00227,0,1,ds_frenchDB-ddis_res.pkl
DB00348,DB00514,0,1,ds_frenchDB-ddis_res.pkl
DB00550,DB01413,0,1,ds_frenchDB-ddis_res.pkl
DB00368,DB01700,0,1,ds_frenchDB-ddis_res.pkl
DB00393,DB00266,0,1,ds_frenchDB-ddis_res.pkl
DB15941,DB13133,0,1,ds_frenchDB-ddis_res.pkl
DB00207,DB03345,0,1,ds_frenchDB-ddis_res.pkl
DB01282,DB13155,0,1,ds_frenchDB-ddis_res.pkl
DB00048,DB00625,0,1,ds_frenchDB-ddis_res.pkl
DB02333,DB01380,0,1,ds_frenchDB-ddis_res.pkl
DB04855,DB08927,0,1,ds_frenchDB-ddis_res.pkl
DB03929,DB01211,0,1,ds_frenchDB-ddis_res.pkl
DB14544,DB13967,0,1,ds_frenchDB-ddis_res.pkl
DB01224,DB02752,0,1,ds_frenchDB-ddis_res.pkl
DB00893,DB14723,0,1,ds_frenchDB-ddis_res.pkl
DB11855,DB00750,0,1,ds_frenchDB-ddis_res.pkl
DB00056,DB00385,0,1,ds_frenchDB-ddis_res.pkl
DB11928,DB11431,0,1,ds_frenchDB-ddis_res.pkl
DB08900,DB04053,0,1,ds_frenchDB-ddis_res.pkl
DB14597,DB00582,0,1,ds_frenchDB-ddis_res.pkl
DB11603,DB04440,0,1,ds_frenchDB-ddis_res.pkl
DB00205,DB15690,0,1,ds_frenchDB-ddis_res.pkl
DB01122,DB00022,0,1,ds_frenchDB-ddis_res.pkl
DB11560,DB15624,0,1,ds_frenchDB-ddis_res.pkl
DB14840,DB06893,0,1,ds_frenchDB-ddis_res.pkl
DB01029,DB04331,0,1,ds_frenchDB-ddis_res.pkl
DB09295,DB09119,0,1,ds_frenchDB-ddis_res.pkl
DB06204,DB03940,0,1,ds_frenchDB-ddis_res.pkl
DB06719,DB00110,0,1,ds_frenchDB-ddis_res.pkl
DB00491,DB04532,0,1,ds_frenchDB-ddis_res.pkl
DB13503,DB00455,0,1,ds_frenchDB-ddis_res.pkl
DB09207,DB00737,0,1,ds_frenchDB-ddis_res.pkl
DB02994,DB01224,0,1,ds_frenchDB-ddis_res.pkl
DB03753,DB02736,0,1,ds_frenchDB-ddis_res.pkl
DB01214,DB09122,0,1,ds_frenchDB-ddis_res.pkl
DB11951,DB13139,0,1,ds_frenchDB-ddis_res.pkl
DB15067,DB04198,0,1,ds_frenchDB-ddis_res.pkl
DB09536,DB01590,0,1,ds_frenchDB-ddis_res.pkl
DB00205,DB09245,0,1,ds_frenchDB-ddis_res.pkl
DB01059,DB02860,0,1,ds_frenchDB-ddis_res.pkl
DB01357,DB08805,0,1,ds_frenchDB-ddis_res.pkl
DB11761,DB02256,0,1,ds_frenchDB-ddis_res.pkl
DB11582,DB01279,0,1,ds_frenchDB-ddis_res.pkl
DB00589,DB08647,0,1,ds_frenchDB-ddis_res.pkl
DB08439,DB08756,0,1,ds_frenchDB-ddis_res.pkl
DB12843,DB00278,0,1,ds_frenchDB-ddis_res.pkl
DB09143,DB00040,0,1,ds_frenchDB-ddis_res.pkl
DB06771,DB06817,0,1,ds_frenchDB-ddis_res.pkl
DB03856,DB01209,0,1,ds_frenchDB-ddis_res.pkl
DB00716,DB09096,0,1,ds_frenchDB-ddis_res.pkl
DB00672,DB13192,0,1,ds_frenchDB-ddis_res.pkl
DB00041,DB04788,0,1,ds_frenchDB-ddis_res.pkl
DB15685,DB03512,0,1,ds_frenchDB-ddis_res.pkl
DB02118,DB01272,0,1,ds_frenchDB-ddis_res.pkl
DB02959,DB04456,0,1,ds_frenchDB-ddis_res.pkl
DB06751,DB00427,0,1,ds_frenchDB-ddis_res.pkl
DB00286,DB06155,0,1,ds_frenchDB-ddis_res.pkl
DB15044,DB13345,0,1,ds_frenchDB-ddis_res.pkl
DB07533,DB01156,0,1,ds_frenchDB-ddis_res.pkl
DB12543,DB00451,0,1,ds_frenchDB-ddis_res.pkl
DB01123,DB15044,0,1,ds_frenchDB-ddis_res.pkl
DB11584,DB11757,0,1,ds_frenchDB-ddis_res.pkl
DB04657,DB00221,0,1,ds_frenchDB-ddis_res.pkl
DB06234,DB13902,0,1,ds_frenchDB-ddis_res.pkl
DB00925,DB02132,0,1,ds_frenchDB-ddis_res.pkl
DB00344,DB04445,0,1,ds_frenchDB-ddis_res.pkl
DB00944,DB11605,0,1,ds_frenchDB-ddis_res.pkl
DB03345,DB12872,0,1,ds_frenchDB-ddis_res.pkl
DB00747,DB01261,0,1,ds_frenchDB-ddis_res.pkl
DB09245,DB01357,0,1,ds_frenchDB-ddis_res.pkl
DB00108,DB00539,0,1,ds_frenchDB-ddis_res.pkl
DB08934,DB04528,0,1,ds_frenchDB-ddis_res.pkl
DB00710,DB03351,0,1,ds_frenchDB-ddis_res.pkl
DB01256,DB01168,0,1,ds_frenchDB-ddis_res.pkl
DB04389,DB00987,0,1,ds_frenchDB-ddis_res.pkl
DB12489,DB08862,0,1,ds_frenchDB-ddis_res.pkl
DB00275,DB01582,0,1,ds_frenchDB-ddis_res.pkl
DB01073,DB04422,0,1,ds_frenchDB-ddis_res.pkl
DB00629,DB04000,0,1,ds_frenchDB-ddis_res.pkl
DB11455,DB08864,0,1,ds_frenchDB-ddis_res.pkl
DB11967,DB08932,0,1,ds_frenchDB-ddis_res.pkl
DB00299,DB00143,0,1,ds_frenchDB-ddis_res.pkl
DB15102,DB14672,0,1,ds_frenchDB-ddis_res.pkl
DB00552,DB00725,0,1,ds_frenchDB-ddis_res.pkl
DB00994,DB01990,0,1,ds_frenchDB-ddis_res.pkl
DB09310,DB06719,0,1,ds_frenchDB-ddis_res.pkl
DB01392,DB02281,0,1,ds_frenchDB-ddis_res.pkl
DB03428,DB11604,0,1,ds_frenchDB-ddis_res.pkl
DB11614,DB14840,0,1,ds_frenchDB-ddis_res.pkl
DB00645,DB00672,0,1,ds_frenchDB-ddis_res.pkl
DB11653,DB09275,0,1,ds_frenchDB-ddis_res.pkl
DB02255,DB00730,0,1,ds_frenchDB-ddis_res.pkl
DB15490,DB00201,0,1,ds_frenchDB-ddis_res.pkl
DB01399,DB02646,0,1,ds_frenchDB-ddis_res.pkl
DB00303,DB14014,0,1,ds_frenchDB-ddis_res.pkl
DB09131,DB14518,0,1,ds_frenchDB-ddis_res.pkl
DB01047,DB00670,0,1,ds_frenchDB-ddis_res.pkl
DB01595,DB00034,0,1,ds_frenchDB-ddis_res.pkl
DB08875,DB03862,0,1,ds_frenchDB-ddis_res.pkl
DB00275,DB09109,0,1,ds_frenchDB-ddis_res.pkl
DB14761,DB06782,0,1,ds_frenchDB-ddis_res.pkl
DB00410,DB00825,0,1,ds_frenchDB-ddis_res.pkl
DB00929,DB01295,0,1,ds_frenchDB-ddis_res.pkl
DB04440,DB03395,0,1,ds_frenchDB-ddis_res.pkl
DB00465,DB11853,0,1,ds_frenchDB-ddis_res.pkl
DB01330,DB08756,0,1,ds_frenchDB-ddis_res.pkl
DB01210,DB02602,0,1,ds_frenchDB-ddis_res.pkl
DB00738,DB06698,0,1,ds_frenchDB-ddis_res.pkl
DB00061,DB00726,0,1,ds_frenchDB-ddis_res.pkl
DB11737,DB09019,0,1,ds_frenchDB-ddis_res.pkl
DB00060,DB00319,0,1,ds_frenchDB-ddis_res.pkl
DB11633,DB00979,0,1,ds_frenchDB-ddis_res.pkl
DB00415,DB06374,0,1,ds_frenchDB-ddis_res.pkl
DB03467,DB06654,0,1,ds_frenchDB-ddis_res.pkl
DB00099,DB04540,0,1,ds_frenchDB-ddis_res.pkl
DB00586,DB08801,0,1,ds_frenchDB-ddis_res.pkl
DB00982,DB13161,0,1,ds_frenchDB-ddis_res.pkl
DB00508,DB00464,0,1,ds_frenchDB-ddis_res.pkl
DB11077,DB04840,0,1,ds_frenchDB-ddis_res.pkl
DB01047,DB11796,0,1,ds_frenchDB-ddis_res.pkl
DB11300,DB00627,0,1,ds_frenchDB-ddis_res.pkl
DB09079,DB00600,0,1,ds_frenchDB-ddis_res.pkl
DB06775,DB13943,0,1,ds_frenchDB-ddis_res.pkl
DB00800,DB00596,0,1,ds_frenchDB-ddis_res.pkl
DB02071,DB15165,0,1,ds_frenchDB-ddis_res.pkl
DB16737,DB08816,0,1,ds_frenchDB-ddis_res.pkl
DB09292,DB13150,0,1,ds_frenchDB-ddis_res.pkl
DB02751,DB00410,0,1,ds_frenchDB-ddis_res.pkl
DB01384,DB00122,0,1,ds_frenchDB-ddis_res.pkl
DB07486,DB00091,0,1,ds_frenchDB-ddis_res.pkl
DB00712,DB08339,0,1,ds_frenchDB-ddis_res.pkl
DB00651,DB06204,0,1,ds_frenchDB-ddis_res.pkl
DB03802,DB00842,0,1,ds_frenchDB-ddis_res.pkl
DB00634,DB13837,0,1,ds_frenchDB-ddis_res.pkl
DB09389,DB12532,0,1,ds_frenchDB-ddis_res.pkl
DB11219,DB00381,0,1,ds_frenchDB-ddis_res.pkl
DB11700,DB00523,0,1,ds_frenchDB-ddis_res.pkl
DB01014,DB02353,0,1,ds_frenchDB-ddis_res.pkl
DB08865,DB00165,0,1,ds_frenchDB-ddis_res.pkl
DB00210,DB01146,0,1,ds_frenchDB-ddis_res.pkl
DB11682,DB00114,0,1,ds_frenchDB-ddis_res.pkl
DB00224,DB02031,0,1,ds_frenchDB-ddis_res.pkl
DB07180,DB01309,0,1,ds_frenchDB-ddis_res.pkl
DB06285,DB06701,0,1,ds_frenchDB-ddis_res.pkl
DB03918,DB01614,0,1,ds_frenchDB-ddis_res.pkl
DB00616,DB01128,0,1,ds_frenchDB-ddis_res.pkl
DB01204,DB01875,0,1,ds_frenchDB-ddis_res.pkl
DB05294,DB00942,0,1,ds_frenchDB-ddis_res.pkl
DB00459,DB14488,0,1,ds_frenchDB-ddis_res.pkl
DB00038,DB01422,0,1,ds_frenchDB-ddis_res.pkl
DB14731,DB00928,0,1,ds_frenchDB-ddis_res.pkl
DB02041,DB01367,0,1,ds_frenchDB-ddis_res.pkl
DB01340,DB05316,0,1,ds_frenchDB-ddis_res.pkl
DB00792,DB00949,0,1,ds_frenchDB-ddis_res.pkl
DB06271,DB01355,0,1,ds_frenchDB-ddis_res.pkl
DB14715,DB11425,0,1,ds_frenchDB-ddis_res.pkl
DB09202,DB00951,0,1,ds_frenchDB-ddis_res.pkl
DB00725,DB03864,0,1,ds_frenchDB-ddis_res.pkl
DB00924,DB01122,0,1,ds_frenchDB-ddis_res.pkl
DB00682,DB03759,0,1,ds_frenchDB-ddis_res.pkl
DB00244,DB06870,0,1,ds_frenchDB-ddis_res.pkl
DB04287,DB14738,0,1,ds_frenchDB-ddis_res.pkl
DB00508,DB11963,0,1,ds_frenchDB-ddis_res.pkl
DB13837,DB12466,0,1,ds_frenchDB-ddis_res.pkl
DB00799,DB11311,0,1,ds_frenchDB-ddis_res.pkl
DB14512,DB00107,0,1,ds_frenchDB-ddis_res.pkl
DB12498,DB00918,0,1,ds_frenchDB-ddis_res.pkl
DB00272,DB06733,0,1,ds_frenchDB-ddis_res.pkl
DB03614,DB03128,0,1,ds_frenchDB-ddis_res.pkl
DB00310,DB00717,0,1,ds_frenchDB-ddis_res.pkl
DB08828,DB00066,0,1,ds_frenchDB-ddis_res.pkl
DB11823,DB13978,0,1,ds_frenchDB-ddis_res.pkl
DB12161,DB00509,0,1,ds_frenchDB-ddis_res.pkl
DB00402,DB01785,0,1,ds_frenchDB-ddis_res.pkl
DB03877,DB11598,0,1,ds_frenchDB-ddis_res.pkl
DB09039,DB08809,0,1,ds_frenchDB-ddis_res.pkl
DB01339,DB00542,0,1,ds_frenchDB-ddis_res.pkl
DB07286,DB01100,0,1,ds_frenchDB-ddis_res.pkl
DB01157,DB15685,0,1,ds_frenchDB-ddis_res.pkl
DB05039,DB14740,0,1,ds_frenchDB-ddis_res.pkl
DB08052,DB01209,0,1,ds_frenchDB-ddis_res.pkl
DB00054,DB00640,0,1,ds_frenchDB-ddis_res.pkl
DB00851,DB00002,0,1,ds_frenchDB-ddis_res.pkl
DB01171,DB00033,0,1,ds_frenchDB-ddis_res.pkl
DB13914,DB01216,0,1,ds_frenchDB-ddis_res.pkl
DB01940,DB00678,0,1,ds_frenchDB-ddis_res.pkl
DB01364,DB11606,0,1,ds_frenchDB-ddis_res.pkl
DB01413,DB00307,0,1,ds_frenchDB-ddis_res.pkl
DB01159,DB14066,0,1,ds_frenchDB-ddis_res.pkl
DB14575,DB00868,0,1,ds_frenchDB-ddis_res.pkl
DB07188,DB01192,0,1,ds_frenchDB-ddis_res.pkl
DB00350,DB02621,0,1,ds_frenchDB-ddis_res.pkl
DB05259,DB09090,0,1,ds_frenchDB-ddis_res.pkl
DB07594,DB01198,0,1,ds_frenchDB-ddis_res.pkl
DB12872,DB00153,0,1,ds_frenchDB-ddis_res.pkl
DB00738,DB01990,0,1,ds_frenchDB-ddis_res.pkl
DB03572,DB06201,0,1,ds_frenchDB-ddis_res.pkl
DB13931,DB01416,0,1,ds_frenchDB-ddis_res.pkl
DB01428,DB00550,0,1,ds_frenchDB-ddis_res.pkl
DB15490,DB03978,0,1,ds_frenchDB-ddis_res.pkl
DB00183,DB11800,0,1,ds_frenchDB-ddis_res.pkl
DB01698,DB00294,0,1,ds_frenchDB-ddis_res.pkl
DB00041,DB01279,0,1,ds_frenchDB-ddis_res.pkl
DB04864,DB09238,0,1,ds_frenchDB-ddis_res.pkl
DB00026,DB00772,0,1,ds_frenchDB-ddis_res.pkl
DB06043,DB01698,0,1,ds_frenchDB-ddis_res.pkl
DB14939,DB04348,0,1,ds_frenchDB-ddis_res.pkl
DB03628,DB04840,0,1,ds_frenchDB-ddis_res.pkl
DB08399,DB04129,0,1,ds_frenchDB-ddis_res.pkl
DB00902,DB00726,0,1,ds_frenchDB-ddis_res.pkl
DB02762,DB15569,0,1,ds_frenchDB-ddis_res.pkl
DB11738,DB06802,0,1,ds_frenchDB-ddis_res.pkl
DB11090,DB01861,0,1,ds_frenchDB-ddis_res.pkl
DB09048,DB03393,0,1,ds_frenchDB-ddis_res.pkl
DB15699,DB11195,0,1,ds_frenchDB-ddis_res.pkl
DB07404,DB01582,0,1,ds_frenchDB-ddis_res.pkl
DB06603,DB00905,0,1,ds_frenchDB-ddis_res.pkl
DB03768,DB01340,0,1,ds_frenchDB-ddis_res.pkl
DB13893,DB11079,0,1,ds_frenchDB-ddis_res.pkl
DB01435,DB03100,0,1,ds_frenchDB-ddis_res.pkl
DB04729,DB00770,0,1,ds_frenchDB-ddis_res.pkl
DB01110,DB06410,0,1,ds_frenchDB-ddis_res.pkl
DB07889,DB00063,0,1,ds_frenchDB-ddis_res.pkl
DB03784,DB06711,0,1,ds_frenchDB-ddis_res.pkl
DB11767,DB00555,0,1,ds_frenchDB-ddis_res.pkl
DB00923,DB01201,0,1,ds_frenchDB-ddis_res.pkl
DB11915,DB03759,0,1,ds_frenchDB-ddis_res.pkl
DB08895,DB09265,0,1,ds_frenchDB-ddis_res.pkl
DB05316,DB00102,0,1,ds_frenchDB-ddis_res.pkl
DB00163,DB09167,0,1,ds_frenchDB-ddis_res.pkl
DB00412,DB00173,0,1,ds_frenchDB-ddis_res.pkl
DB01053,DB11859,0,1,ds_frenchDB-ddis_res.pkl
DB02079,DB00864,0,1,ds_frenchDB-ddis_res.pkl
DB01591,DB01422,0,1,ds_frenchDB-ddis_res.pkl
DB06802,DB01671,0,1,ds_frenchDB-ddis_res.pkl
DB02220,DB00031,0,1,ds_frenchDB-ddis_res.pkl
DB01124,DB00070,0,1,ds_frenchDB-ddis_res.pkl
DB02446,DB06702,0,1,ds_frenchDB-ddis_res.pkl
DB00466,DB07477,0,1,ds_frenchDB-ddis_res.pkl
DB00466,DB01219,0,1,ds_frenchDB-ddis_res.pkl
DB00598,DB02230,0,1,ds_frenchDB-ddis_res.pkl
DB07227,DB06016,0,1,ds_frenchDB-ddis_res.pkl
DB00634,DB00851,0,1,ds_frenchDB-ddis_res.pkl
DB09327,DB00782,0,1,ds_frenchDB-ddis_res.pkl
DB01355,DB02348,0,1,ds_frenchDB-ddis_res.pkl
DB06714,DB00592,0,1,ds_frenchDB-ddis_res.pkl
DB15011,DB01987,0,1,ds_frenchDB-ddis_res.pkl
DB11866,DB06718,0,1,ds_frenchDB-ddis_res.pkl
DB15442,DB00812,0,1,ds_frenchDB-ddis_res.pkl
DB09456,DB01235,0,1,ds_frenchDB-ddis_res.pkl
DB00063,DB16394,0,1,ds_hep-ddis_res.pkl
DB02679,DB11569,0,1,ds_hep-ddis_res.pkl
DB07157,DB00946,0,1,ds_hep-ddis_res.pkl
DB13746,DB00797,0,1,ds_hep-ddis_res.pkl
DB00579,DB04741,0,1,ds_hep-ddis_res.pkl
DB03791,DB07492,0,1,ds_hep-ddis_res.pkl
DB03466,DB00838,0,1,ds_hep-ddis_res.pkl
DB00285,DB09130,0,1,ds_hep-ddis_res.pkl
DB12698,DB11732,0,1,ds_hep-ddis_res.pkl
DB13140,DB06973,0,1,ds_hep-ddis_res.pkl
DB11181,DB04657,0,1,ds_hep-ddis_res.pkl
DB09069,DB11817,0,1,ds_hep-ddis_res.pkl
DB11160,DB00819,0,1,ds_hep-ddis_res.pkl
DB01092,DB12169,0,1,ds_hep-ddis_res.pkl
DB15566,DB01206,0,1,ds_hep-ddis_res.pkl
DB04071,DB01669,0,1,ds_hep-ddis_res.pkl
DB01327,DB06343,0,1,ds_hep-ddis_res.pkl
DB08908,DB11796,0,1,ds_hep-ddis_res.pkl
DB09128,DB11886,0,1,ds_hep-ddis_res.pkl
DB11767,DB02207,0,1,ds_hep-ddis_res.pkl
DB14548,DB06209,0,1,ds_hep-ddis_res.pkl
DB00445,DB01381,0,1,ds_hep-ddis_res.pkl
DB00876,DB00940,0,1,ds_hep-ddis_res.pkl
DB04031,DB00163,0,1,ds_hep-ddis_res.pkl
DB05084,DB01257,0,1,ds_hep-ddis_res.pkl
DB13133,DB00889,0,1,ds_hep-ddis_res.pkl
DB06249,DB00661,0,1,ds_hep-ddis_res.pkl
DB09389,DB04552,0,1,ds_hep-ddis_res.pkl
DB07878,DB00994,0,1,ds_hep-ddis_res.pkl
DB04946,DB06374,0,1,ds_hep-ddis_res.pkl
DB00923,DB14783,0,1,ds_hep-ddis_res.pkl
DB06343,DB00657,0,1,ds_hep-ddis_res.pkl
DB01089,DB01199,0,1,ds_hep-ddis_res.pkl
DB00523,DB00861,0,1,ds_hep-ddis_res.pkl
DB00015,DB01276,0,1,ds_hep-ddis_res.pkl
DB05990,DB09220,0,1,ds_hep-ddis_res.pkl
DB13933,DB11574,0,1,ds_hep-ddis_res.pkl
DB00587,DB00083,0,1,ds_hep-ddis_res.pkl
DB00338,DB12843,0,1,ds_hep-ddis_res.pkl
DB00273,DB08908,0,1,ds_hep-ddis_res.pkl
DB16650,DB00593,0,1,ds_hep-ddis_res.pkl
DB01196,DB03825,0,1,ds_hep-ddis_res.pkl
DB11425,DB00376,0,1,ds_hep-ddis_res.pkl
DB14065,DB00367,0,1,ds_hep-ddis_res.pkl
DB09029,DB16862,0,1,ds_hep-ddis_res.pkl
DB00807,DB04198,0,1,ds_hep-ddis_res.pkl
DB00293,DB00264,0,1,ds_hep-ddis_res.pkl
DB00338,DB00118,0,1,ds_hep-ddis_res.pkl
DB03632,DB00177,0,1,ds_hep-ddis_res.pkl
DB06710,DB16019,0,1,ds_hep-ddis_res.pkl
DB09409,DB01623,0,1,ds_hep-ddis_res.pkl
DB13894,DB01944,0,1,ds_hep-ddis_res.pkl
DB00504,DB00312,0,1,ds_hep-ddis_res.pkl
DB00280,DB12483,0,1,ds_hep-ddis_res.pkl
DB06249,DB09063,0,1,ds_hep-ddis_res.pkl
DB04116,DB01193,0,1,ds_hep-ddis_res.pkl
DB00159,DB00643,0,1,ds_hep-ddis_res.pkl
DB01006,DB14060,0,1,ds_hep-ddis_res.pkl
DB04931,DB04854,0,1,ds_hep-ddis_res.pkl
DB15598,DB12917,0,1,ds_hep-ddis_res.pkl
DB00819,DB09296,0,1,ds_hep-ddis_res.pkl
DB01160,DB09266,0,1,ds_hep-ddis_res.pkl
DB06155,DB00920,0,1,ds_hep-ddis_res.pkl
DB13783,DB09073,0,1,ds_hep-ddis_res.pkl
DB01428,DB00807,0,1,ds_hep-ddis_res.pkl
DB01357,DB09123,0,1,ds_hep-ddis_res.pkl
DB01130,DB14490,0,1,ds_hep-ddis_res.pkl
DB01033,DB03201,0,1,ds_hep-ddis_res.pkl
DB00809,DB00479,0,1,ds_hep-ddis_res.pkl
DB11611,DB00582,0,1,ds_hep-ddis_res.pkl
DB13953,DB03775,0,1,ds_hep-ddis_res.pkl
DB01271,DB01251,0,1,ds_hep-ddis_res.pkl
DB15171,DB01726,0,1,ds_hep-ddis_res.pkl
DB02600,DB12874,0,1,ds_hep-ddis_res.pkl
DB00368,DB14507,0,1,ds_hep-ddis_res.pkl
DB01301,DB02187,0,1,ds_hep-ddis_res.pkl
DB06688,DB13878,0,1,ds_hep-ddis_res.pkl
DB04868,DB06205,0,1,ds_hep-ddis_res.pkl
DB00166,DB14067,0,1,ds_hep-ddis_res.pkl
DB05260,DB09330,0,1,ds_hep-ddis_res.pkl
DB15566,DB06168,0,1,ds_hep-ddis_res.pkl
DB01276,DB14526,0,1,ds_hep-ddis_res.pkl
DB01853,DB06204,0,1,ds_hep-ddis_res.pkl
DB00686,DB00014,0,1,ds_hep-ddis_res.pkl
DB01683,DB00022,0,1,ds_hep-ddis_res.pkl
DB05990,DB02519,0,1,ds_hep-ddis_res.pkl
DB09039,DB09371,0,1,ds_hep-ddis_res.pkl
DB09057,DB09201,0,1,ds_hep-ddis_res.pkl
DB00833,DB09532,0,1,ds_hep-ddis_res.pkl
DB00403,DB11156,0,1,ds_hep-ddis_res.pkl
DB00636,DB03518,0,1,ds_hep-ddis_res.pkl
DB00598,DB03350,0,1,ds_hep-ddis_res.pkl
DB13146,DB14063,0,1,ds_hep-ddis_res.pkl
DB01212,DB00727,0,1,ds_hep-ddis_res.pkl
DB03925,DB15303,0,1,ds_hep-ddis_res.pkl
DB00938,DB01156,0,1,ds_hep-ddis_res.pkl
DB00817,DB04263,0,1,ds_hep-ddis_res.pkl
DB12455,DB14507,0,1,ds_hep-ddis_res.pkl
DB15218,DB00906,0,1,ds_hep-ddis_res.pkl
DB01048,DB00051,0,1,ds_hep-ddis_res.pkl
DB01365,DB11090,0,1,ds_hep-ddis_res.pkl
DB00893,DB00214,0,1,ds_hep-ddis_res.pkl
DB00996,DB00912,0,1,ds_hep-ddis_res.pkl
DB08197,DB01400,0,1,ds_hep-ddis_res.pkl
DB08916,DB02192,0,1,ds_hep-ddis_res.pkl
DB07277,DB08816,0,1,ds_hep-ddis_res.pkl
DB00355,DB00998,0,1,ds_hep-ddis_res.pkl
DB02917,DB00918,0,1,ds_hep-ddis_res.pkl
DB00753,DB00478,0,1,ds_hep-ddis_res.pkl
DB01359,DB14864,0,1,ds_hep-ddis_res.pkl
DB08935,DB01139,0,1,ds_hep-ddis_res.pkl
DB00200,DB14738,0,1,ds_hep-ddis_res.pkl
DB00665,DB00301,0,1,ds_hep-ddis_res.pkl
DB01295,DB16672,0,1,ds_hep-ddis_res.pkl
DB04932,DB01237,0,1,ds_hep-ddis_res.pkl
DB11936,DB13158,0,1,ds_hep-ddis_res.pkl
DB01946,DB12789,0,1,ds_hep-ddis_res.pkl
DB01599,DB09073,0,1,ds_hep-ddis_res.pkl
DB06155,DB00657,0,1,ds_hep-ddis_res.pkl
DB07720,DB01022,0,1,ds_hep-ddis_res.pkl
DB04071,DB15593,0,1,ds_hep-ddis_res.pkl
DB00906,DB00105,0,1,ds_hep-ddis_res.pkl
DB11348,DB00656,0,1,ds_hep-ddis_res.pkl
DB09093,DB01021,0,1,ds_hep-ddis_res.pkl
DB06152,DB09166,0,1,ds_hep-ddis_res.pkl
DB01210,DB00581,0,1,ds_hep-ddis_res.pkl
DB00979,DB12489,0,1,ds_hep-ddis_res.pkl
DB00170,DB00468,0,1,ds_hep-ddis_res.pkl
DB00919,DB00620,0,1,ds_hep-ddis_res.pkl
DB00324,DB02640,0,1,ds_hep-ddis_res.pkl
DB03496,DB06204,0,1,ds_hep-ddis_res.pkl
DB00491,DB01587,0,1,ds_hep-ddis_res.pkl
DB08546,DB01260,0,1,ds_hep-ddis_res.pkl
DB04223,DB00609,0,1,ds_hep-ddis_res.pkl
DB04932,DB01275,0,1,ds_hep-ddis_res.pkl
DB13170,DB00069,0,1,ds_hep-ddis_res.pkl
DB01170,DB06691,0,1,ds_hep-ddis_res.pkl
DB06870,DB03222,0,1,ds_hep-ddis_res.pkl
DB13908,DB12688,0,1,ds_hep-ddis_res.pkl
DB01129,DB14028,0,1,ds_hep-ddis_res.pkl
DB13985,DB02109,0,1,ds_hep-ddis_res.pkl
DB06637,DB00644,0,1,ds_hep-ddis_res.pkl
DB01172,DB11569,0,1,ds_hep-ddis_res.pkl
DB00735,DB00332,0,1,ds_hep-ddis_res.pkl
DB14939,DB04868,0,1,ds_hep-ddis_res.pkl
DB01120,DB08910,0,1,ds_hep-ddis_res.pkl
DB11425,DB00640,0,1,ds_hep-ddis_res.pkl
DB06733,DB11094,0,1,ds_hep-ddis_res.pkl
DB01093,DB13161,0,1,ds_hep-ddis_res.pkl
DB13149,DB01077,0,1,ds_hep-ddis_res.pkl
DB03172,DB00209,0,1,ds_hep-ddis_res.pkl
DB00673,DB11425,0,1,ds_hep-ddis_res.pkl
DB11560,DB01005,0,1,ds_hep-ddis_res.pkl
DB00288,DB03172,0,1,ds_hep-ddis_res.pkl
DB01416,DB04209,0,1,ds_hep-ddis_res.pkl
DB00950,DB06999,0,1,ds_hep-ddis_res.pkl
DB01364,DB15690,0,1,ds_hep-ddis_res.pkl
DB06285,DB00950,0,1,ds_hep-ddis_res.pkl
DB01011,DB00170,0,1,ds_hep-ddis_res.pkl
DB02968,DB01669,0,1,ds_hep-ddis_res.pkl
DB00799,DB09265,0,1,ds_hep-ddis_res.pkl
DB08059,DB01188,0,1,ds_hep-ddis_res.pkl
DB09036,DB01277,0,1,ds_hep-ddis_res.pkl
DB15493,DB11217,0,1,ds_hep-ddis_res.pkl
DB00018,DB08900,0,1,ds_hep-ddis_res.pkl
DB00740,DB13192,0,1,ds_hep-ddis_res.pkl
DB01207,DB14999,0,1,ds_hep-ddis_res.pkl
DB00564,DB14538,0,1,ds_hep-ddis_res.pkl
DB01090,DB03896,0,1,ds_hep-ddis_res.pkl
DB08903,DB00012,0,1,ds_hep-ddis_res.pkl
DB00183,DB05259,0,1,ds_hep-ddis_res.pkl
DB11071,DB09297,0,1,ds_hep-ddis_res.pkl
DB06209,DB00592,0,1,ds_hep-ddis_res.pkl
DB11604,DB00354,0,1,ds_hep-ddis_res.pkl
DB00384,DB01276,0,1,ds_hep-ddis_res.pkl
DB01138,DB13200,0,1,ds_hep-ddis_res.pkl
DB00385,DB06813,0,1,ds_hep-ddis_res.pkl
DB08546,DB08931,0,1,ds_hep-ddis_res.pkl
DB04604,DB00484,0,1,ds_hep-ddis_res.pkl
DB01169,DB08037,0,1,ds_hep-ddis_res.pkl
DB00448,DB00687,0,1,ds_hep-ddis_res.pkl
DB09472,DB07778,0,1,ds_hep-ddis_res.pkl
DB11193,DB01085,0,1,ds_hep-ddis_res.pkl
DB01223,DB04315,0,1,ds_hep-ddis_res.pkl
DB01413,DB00012,0,1,ds_hep-ddis_res.pkl
DB00260,DB09036,0,1,ds_hep-ddis_res.pkl
DB01175,DB03877,0,1,ds_hep-ddis_res.pkl
