DS,GEMMA2,GPT-4o,PHI3.5,QWEN2.5,drug1,drug2,source_file,target
0,0,0,0,0,DB01807,DB03046,FRENCHDB,0
1,0,1,0,1,DB06719,DB04325,FRENCHDB,0
0,0,0,0,0,DB01891,DB02961,FRENCHDB,0
0,0,1,0,0,DB11087,DB11834,FRENCHDB,0
0,0,0,0,1,DB01009,DB04776,FRENCHDB,0
0,0,0,0,0,DB07820,DB04271,FRENCHDB,0
0,0,0,0,0,DB02983,DB06043,FRENCHDB,0
0,0,0,0,1,DB09213,DB03329,FRENCHDB,0
0,0,0,0,0,DB02122,DB02571,FRENCHDB,0
1,1,1,1,1,DB00675,DB09401,FRENCHDB,0
0,0,0,0,0,DB07122,DB08023,FRENCHDB,0
0,0,0,0,0,DB04233,DB08927,FRENCHDB,0
0,0,0,0,0,DB07832,DB05667,FRENCHDB,0
0,0,0,0,0,DB02591,DB01219,FRENCHDB,0
0,0,0,0,1,DB03938,DB06155,FRENCHDB,0
0,0,0,0,0,DB08360,DB00501,FRENCHDB,0
1,1,1,1,1,DB09282,DB00952,FRENCHDB,0
1,0,0,0,0,DB01123,DB01782,FRENCHDB,0
0,0,0,0,0,DB11693,DB07245,FRENCHDB,0
0,0,0,0,0,DB02995,DB14962,FRENCHDB,0
0,0,0,0,0,DB04346,DB01972,FRENCHDB,0
0,0,0,0,0,DB06833,DB02257,FRENCHDB,0
0,0,0,0,0,DB02009,DB07666,FRENCHDB,0
0,0,0,0,0,DB07659,DB09456,FRENCHDB,0
0,0,0,0,0,DB03723,DB02144,FRENCHDB,0
1,0,0,0,1,DB15982,DB04564,FRENCHDB,0
0,0,0,0,1,DB09302,DB07454,FRENCHDB,0
0,0,0,0,1,DB00436,DB08121,FRENCHDB,0
0,0,0,0,0,DB07347,DB15685,FRENCHDB,0
0,0,0,0,1,DB08960,DB02403,FRENCHDB,0
0,0,0,0,0,DB03232,DB02778,FRENCHDB,0
0,0,0,0,0,DB03967,DB00933,FRENCHDB,0
1,0,0,1,0,DB07477,DB03709,FRENCHDB,0
0,1,1,1,1,DB01003,DB14489,FRENCHDB,0
0,0,0,1,0,DB01793,DB12015,FRENCHDB,0
0,0,0,0,0,DB04544,DB07922,FRENCHDB,0
0,0,0,0,1,DB00903,DB04125,FRENCHDB,0
0,0,0,0,0,DB01426,DB06966,FRENCHDB,0
0,0,0,0,0,DB13893,DB04314,FRENCHDB,0
0,0,0,0,0,DB02196,DB07544,FRENCHDB,0
0,0,0,0,0,DB08129,DB02453,FRENCHDB,0
0,0,0,0,0,DB02458,DB08201,FRENCHDB,0
1,1,1,1,1,DB09239,DB06249,FRENCHDB,0
0,0,0,0,0,DB02666,DB04476,FRENCHDB,0
0,0,0,0,0,DB07155,DB08451,FRENCHDB,0
0,0,0,0,0,DB07756,DB02435,FRENCHDB,0
0,0,0,0,1,DB01126,DB04136,FRENCHDB,0
0,0,0,0,1,DB01117,DB08484,FRENCHDB,0
1,0,0,1,0,DB00256,DB14635,FRENCHDB,0
0,0,0,0,0,DB03933,DB07460,FRENCHDB,0
0,0,0,0,0,DB01921,DB08787,FRENCHDB,0
0,0,0,0,0,DB06884,DB04069,FRENCHDB,0
0,0,0,0,0,DB02829,DB09089,FRENCHDB,0
0,0,0,0,0,DB03158,DB01880,FRENCHDB,0
0,0,0,0,0,DB04233,DB07065,FRENCHDB,0
0,0,0,0,0,DB02588,DB12597,FRENCHDB,0
1,1,1,1,0,DB01061,DB08935,FRENCHDB,0
0,0,0,0,0,DB03637,DB02733,FRENCHDB,0
0,0,0,0,0,DB06186,DB04097,FRENCHDB,0
0,0,0,0,0,DB00056,DB07255,FRENCHDB,0
0,0,1,0,1,DB03312,DB01776,FRENCHDB,0
0,0,0,0,0,DB02442,DB04227,FRENCHDB,0
0,0,0,0,0,DB07564,DB07857,FRENCHDB,0
0,0,0,0,0,DB07209,DB00018,FRENCHDB,0
0,0,0,0,0,DB07640,DB02378,FRENCHDB,0
0,0,0,0,0,DB03247,DB00294,FRENCHDB,0
0,0,0,0,0,DB03140,DB03562,FRENCHDB,0
1,1,1,1,1,DB00978,DB00162,FRENCHDB,0
0,0,0,0,0,DB02573,DB03145,FRENCHDB,0
0,0,0,0,1,DB00545,DB03966,FRENCHDB,0
0,0,0,0,0,DB08489,DB00209,FRENCHDB,0
1,0,0,0,1,DB02247,DB14672,FRENCHDB,0
0,0,0,0,0,DB04198,DB08818,FRENCHDB,0
0,0,0,0,0,DB01948,DB01278,FRENCHDB,0
1,0,0,0,1,DB06726,DB03300,FRENCHDB,0
0,0,0,0,0,DB07346,DB03949,FRENCHDB,0
0,0,0,0,0,DB08430,DB00239,FRENCHDB,0
1,0,1,1,1,DB11738,DB14783,FRENCHDB,0
0,0,1,1,1,DB15898,DB00531,FRENCHDB,0
1,1,1,1,1,DB00300,DB00946,FRENCHDB,0
0,0,0,0,0,DB03140,DB15463,FRENCHDB,0
0,0,0,0,0,DB08096,DB09229,FRENCHDB,0
0,0,1,1,1,DB01280,DB03929,FRENCHDB,0
0,0,0,0,0,DB08880,DB06890,FRENCHDB,0
0,0,0,0,0,DB08176,DB07643,FRENCHDB,0
0,0,0,1,0,DB03785,DB06174,FRENCHDB,0
1,0,0,1,1,DB03880,DB03526,FRENCHDB,0
0,0,0,0,1,DB00804,DB03906,FRENCHDB,0
0,0,0,0,0,DB03815,DB01709,FRENCHDB,0
0,0,0,0,0,DB07900,DB01307,FRENCHDB,0
0,0,0,0,0,DB03452,DB08116,FRENCHDB,0
0,0,0,0,1,DB01168,DB07642,FRENCHDB,0
0,0,0,0,0,DB02624,DB03467,FRENCHDB,0
0,0,0,0,0,DB00068,DB04632,FRENCHDB,0
1,0,1,1,1,DB11574,DB00782,FRENCHDB,0
0,0,0,0,0,DB04209,DB04515,FRENCHDB,0
0,0,0,0,1,DB01283,DB01823,FRENCHDB,0
0,0,0,0,0,DB14960,DB06956,FRENCHDB,0
0,0,0,0,0,DB01796,DB02617,FRENCHDB,0
0,0,0,0,0,DB03144,DB05812,FRENCHDB,0
0,0,0,0,0,DB03352,DB02713,FRENCHDB,0
0,0,0,0,0,DB00584,DB04541,FRENCHDB,0
0,0,0,0,0,DB07221,DB07734,FRENCHDB,0
1,0,1,1,0,DB08888,DB14731,FRENCHDB,0
0,0,0,0,0,DB07806,DB02268,FRENCHDB,0
0,0,0,0,0,DB04664,DB02054,FRENCHDB,0
0,0,0,0,0,DB06956,DB07606,FRENCHDB,0
0,0,0,0,0,DB06602,DB04606,FRENCHDB,0
0,0,0,0,0,DB04398,DB01646,FRENCHDB,0
0,0,0,0,0,DB04445,DB06787,FRENCHDB,0
0,0,0,0,0,DB07994,DB02482,FRENCHDB,0
0,0,0,0,0,DB07703,DB03091,FRENCHDB,0
0,0,0,0,0,DB04721,DB07405,FRENCHDB,0
1,1,1,1,1,DB01269,DB01393,FRENCHDB,0
0,0,0,0,0,DB01731,DB07107,FRENCHDB,0
1,0,0,1,0,DB02860,DB09481,FRENCHDB,0
0,0,0,1,0,DB03469,DB00932,FRENCHDB,0
0,0,0,0,0,DB08182,DB11753,FRENCHDB,0
0,0,0,1,0,DB03006,DB11641,FRENCHDB,0
0,0,0,0,1,DB01656,DB03981,FRENCHDB,0
0,0,0,1,1,DB08813,DB01692,FRENCHDB,0
0,0,0,0,0,DB00670,DB04172,FRENCHDB,0
0,0,0,0,0,DB03595,DB07151,FRENCHDB,0
0,0,0,0,0,DB01758,DB03395,FRENCHDB,0
0,0,0,0,0,DB01965,DB06706,FRENCHDB,0
0,0,0,0,0,DB03758,DB07803,FRENCHDB,0
0,0,0,0,0,DB07466,DB15569,FRENCHDB,0
0,0,0,0,0,DB02312,DB01866,FRENCHDB,0
0,0,0,0,0,DB01039,DB03729,FRENCHDB,0
1,0,0,0,1,DB08889,DB02521,FRENCHDB,0
1,0,0,0,0,DB00825,DB00139,FRENCHDB,0
0,0,0,0,0,DB11855,DB01665,FRENCHDB,0
0,0,0,0,0,DB08618,DB03141,FRENCHDB,0
0,0,0,0,0,DB08349,DB03673,FRENCHDB,0
0,0,0,0,0,DB07319,DB08187,FRENCHDB,0
0,0,0,0,0,DB08080,DB08391,FRENCHDB,0
0,0,0,0,0,DB02096,DB03909,FRENCHDB,0
0,0,0,0,1,DB00296,DB07655,FRENCHDB,0
0,0,0,0,0,DB08682,DB03455,FRENCHDB,0
0,0,0,0,0,DB00990,DB07925,FRENCHDB,0
1,1,1,1,1,DB08868,DB16732,FRENCHDB,0
0,0,0,0,0,DB02571,DB06918,FRENCHDB,0
0,0,0,0,1,DB00596,DB07761,FRENCHDB,0
0,0,0,0,0,DB02457,DB06891,FRENCHDB,0
0,0,0,0,1,DB00973,DB03329,FRENCHDB,0
0,0,0,1,1,DB00935,DB01957,FRENCHDB,0
0,0,0,0,0,DB14761,DB04656,FRENCHDB,0
0,1,1,1,1,DB03856,DB00500,FRENCHDB,0
1,0,1,1,1,DB15271,DB14526,FRENCHDB,0
0,0,0,0,0,DB03739,DB07879,FRENCHDB,0
0,0,0,0,0,DB06904,DB04752,FRENCHDB,0
1,1,1,1,1,DB00083,DB00449,FRENCHDB,0
1,1,0,1,1,DB06216,DB16226,FRENCHDB,0
0,0,0,0,1,DB00250,DB03194,FRENCHDB,0
1,0,0,1,0,DB11193,DB01251,FRENCHDB,0
0,0,0,0,0,DB04009,DB00606,FRENCHDB,0
0,0,0,0,0,DB04781,DB03553,FRENCHDB,0
0,0,0,0,0,DB04754,DB00377,FRENCHDB,0
0,0,0,0,0,DB07546,DB03741,FRENCHDB,0
0,0,0,0,0,DB02007,DB03145,FRENCHDB,0
0,0,0,0,0,DB03230,DB07330,FRENCHDB,0
0,0,0,0,0,DB00644,DB08294,FRENCHDB,0
0,0,0,0,0,DB06931,DB04306,FRENCHDB,0
0,0,0,0,0,DB13908,DB02542,FRENCHDB,0
0,0,0,0,0,DB04544,DB08704,FRENCHDB,0
0,0,1,1,1,DB01338,DB14921,FRENCHDB,0
0,0,0,0,0,DB07427,DB07129,FRENCHDB,0
0,0,0,0,0,DB08813,DB03524,FRENCHDB,0
0,0,0,0,0,DB04799,DB03522,FRENCHDB,0
0,0,0,0,0,DB06984,DB03741,FRENCHDB,0
0,0,0,0,0,DB02371,DB00864,FRENCHDB,0
0,0,0,0,0,DB08453,DB09324,FRENCHDB,0
0,0,0,0,0,DB01581,DB07597,FRENCHDB,0
0,0,0,0,0,DB08351,DB04199,FRENCHDB,0
0,0,0,0,0,DB02368,DB12597,FRENCHDB,0
1,1,1,1,1,DB13923,DB09343,FRENCHDB,0
1,1,1,1,1,DB00061,DB00788,FRENCHDB,0
0,0,0,0,0,DB07867,DB07005,FRENCHDB,0
0,0,0,0,1,DB00754,DB03844,FRENCHDB,0
0,0,0,0,1,DB06711,DB09510,FRENCHDB,0
0,0,0,0,0,DB07967,DB03381,FRENCHDB,0
1,1,0,1,1,DB00346,DB02660,FRENCHDB,0
0,0,0,0,0,DB01355,DB07587,FRENCHDB,0
0,0,0,0,0,DB08057,DB04154,FRENCHDB,0
0,0,0,0,0,DB01931,DB08171,FRENCHDB,0
0,0,0,0,0,DB01958,DB01727,FRENCHDB,0
0,0,0,0,0,DB04081,DB02481,FRENCHDB,0
0,0,0,0,0,DB03196,DB07397,FRENCHDB,0
0,0,0,0,0,DB02765,DB07279,FRENCHDB,0
0,0,0,0,0,DB04269,DB03804,FRENCHDB,0
0,0,0,0,0,DB02800,DB02260,FRENCHDB,0
0,0,0,0,0,DB02897,DB06827,FRENCHDB,0
0,0,0,0,0,DB07581,DB04760,FRENCHDB,0
0,0,0,0,0,DB03416,DB07236,FRENCHDB,0
0,0,0,0,1,DB00982,DB04302,FRENCHDB,0
1,0,0,1,1,DB14540,DB01668,FRENCHDB,0
0,0,0,0,0,DB04672,DB04685,FRENCHDB,0
0,0,0,0,0,DB09472,DB08610,FRENCHDB,0
0,0,0,0,1,DB01129,DB07049,FRENCHDB,0
0,0,0,0,0,DB03812,DB11660,FRENCHDB,0
0,0,0,0,1,DB01392,DB08658,FRENCHDB,0
0,0,0,0,0,DB11575,DB07535,FRENCHDB,0
0,0,0,0,0,DB02586,DB00726,FRENCHDB,0
0,0,0,0,0,DB08277,DB02984,FRENCHDB,0
0,0,0,0,0,DB01959,DB03323,FRENCHDB,0
1,0,0,0,0,DB07187,DB11294,FRENCHDB,0
0,0,0,0,0,DB01875,DB01115,FRENCHDB,0
0,0,0,0,0,DB06605,DB04764,FRENCHDB,0
0,0,0,0,0,DB03860,DB02140,FRENCHDB,0
0,0,0,0,1,DB00717,DB03408,FRENCHDB,0
0,0,0,0,0,DB07708,DB09072,FRENCHDB,0
0,0,0,0,0,DB04269,DB13173,FRENCHDB,0
0,0,0,0,0,DB03242,DB04678,FRENCHDB,0
0,1,1,1,1,DB00600,DB01102,FRENCHDB,0
0,0,0,0,1,DB05829,DB03966,FRENCHDB,0
0,0,0,0,0,DB01821,DB01673,FRENCHDB,0
0,0,0,0,0,DB08450,DB00142,FRENCHDB,0
0,0,0,0,1,DB07476,DB00754,FRENCHDB,0
0,0,0,0,0,DB02029,DB01690,FRENCHDB,0
0,0,0,0,0,DB03111,DB01941,FRENCHDB,0
0,0,1,1,0,DB08601,DB06288,FRENCHDB,0
0,0,0,0,0,DB07482,DB15444,FRENCHDB,0
0,0,0,0,0,DB06972,DB00942,FRENCHDB,0
0,0,0,0,1,DB00364,DB03177,FRENCHDB,0
0,0,0,0,0,DB04614,DB03716,FRENCHDB,0
0,0,0,0,0,DB07155,DB02360,FRENCHDB,0
0,0,0,0,0,DB01428,DB07679,FRENCHDB,0
0,0,0,0,0,DB04129,DB03498,FRENCHDB,0
0,0,0,0,0,DB07140,DB00869,FRENCHDB,0
1,0,0,1,1,DB09265,DB16678,FRENCHDB,0
1,1,1,1,1,DB12267,DB12893,FRENCHDB,0
0,0,0,0,0,DB03470,DB08416,FRENCHDB,0
0,0,0,0,0,DB04190,DB03603,FRENCHDB,0
0,0,0,0,0,DB01165,DB01882,FRENCHDB,0
0,0,0,0,0,DB07783,DB07435,FRENCHDB,0
0,0,0,0,0,DB04320,DB00772,FRENCHDB,0
0,0,0,0,1,DB08867,DB02259,FRENCHDB,0
1,1,1,1,1,DB14672,DB01401,FRENCHDB,0
0,0,0,0,0,DB02355,DB07444,FRENCHDB,0
0,0,0,0,1,DB01203,DB07508,FRENCHDB,0
0,0,0,0,0,DB08006,DB07202,FRENCHDB,0
0,0,0,0,0,DB04564,DB04007,FRENCHDB,0
0,0,0,0,0,DB03639,DB07412,FRENCHDB,0
0,0,0,0,1,DB01273,DB07455,FRENCHDB,0
0,0,0,0,1,DB01095,DB03491,FRENCHDB,0
0,0,0,0,0,DB02466,DB01662,FRENCHDB,0
0,0,0,0,0,DB01138,DB08712,FRENCHDB,0
0,0,0,0,0,DB03739,DB06271,FRENCHDB,0
0,0,0,0,0,DB01941,DB03915,FRENCHDB,0
0,0,0,0,0,DB03397,DB04205,FRENCHDB,0
0,0,0,0,0,DB00192,DB07605,FRENCHDB,0
0,0,0,0,0,DB07344,DB08663,FRENCHDB,0
0,0,0,0,0,DB06840,DB02883,FRENCHDB,0
1,1,1,1,1,DB14064,DB00981,FRENCHDB,0
0,0,0,0,0,DB03136,DB07295,FRENCHDB,0
0,0,0,0,0,DB00174,DB03582,FRENCHDB,0
1,0,0,1,1,DB09265,DB02789,FRENCHDB,0
1,1,1,1,0,DB02079,DB00544,FRENCHDB,0
0,0,0,0,0,DB03645,DB13151,FRENCHDB,0
0,0,0,0,0,DB02512,DB04198,FRENCHDB,0
0,0,0,0,0,DB01000,DB03768,FRENCHDB,0
0,0,0,0,1,DB01097,DB07997,FRENCHDB,0
0,0,0,0,0,DB03074,DB03525,FRENCHDB,0
0,0,0,0,0,DB07808,DB08773,FRENCHDB,0
1,1,0,1,1,DB09221,DB08932,FRENCHDB,0
0,0,0,0,0,DB13192,DB06830,FRENCHDB,0
0,0,0,0,0,DB00854,DB07978,FRENCHDB,0
0,0,0,0,0,DB06739,DB08731,FRENCHDB,0
1,0,0,1,1,DB08883,DB04547,FRENCHDB,0
0,0,0,0,0,DB04101,DB00143,FRENCHDB,0
0,0,0,0,0,DB03101,DB01732,FRENCHDB,0
0,0,0,0,0,DB02189,DB01814,FRENCHDB,0
0,0,0,0,1,DB00391,DB03169,FRENCHDB,0
0,0,0,0,0,DB07210,DB02557,FRENCHDB,0
0,0,0,0,0,DB07967,DB00350,FRENCHDB,0
0,0,0,0,0,DB07602,DB16778,FRENCHDB,0
0,0,0,0,0,DB01030,DB02878,FRENCHDB,0
0,0,0,0,0,DB03051,DB02963,FRENCHDB,0
0,0,0,0,0,DB03928,DB00508,FRENCHDB,0
0,0,0,0,0,DB00638,DB01257,FRENCHDB,0
0,0,0,0,0,DB07460,DB04669,FRENCHDB,0
1,0,0,0,0,DB02950,DB11193,FRENCHDB,0
0,0,0,0,0,DB02994,DB01775,FRENCHDB,0
0,0,0,0,0,DB13908,DB07612,FRENCHDB,0
0,0,0,0,0,DB08744,DB08362,FRENCHDB,0
0,0,0,0,0,DB08780,DB08041,FRENCHDB,0
1,0,0,1,0,DB02281,DB11598,FRENCHDB,0
0,0,0,0,0,DB03687,DB01911,FRENCHDB,0
0,0,0,0,0,DB06216,DB03325,FRENCHDB,0
0,0,0,0,0,DB02183,DB07580,FRENCHDB,0
0,0,0,0,0,DB07609,DB08041,FRENCHDB,0
0,0,0,0,0,DB03935,DB03627,FRENCHDB,0
0,0,0,0,0,DB04209,DB08186,FRENCHDB,0
0,0,0,0,0,DB03848,DB05773,FRENCHDB,0
0,0,0,0,0,DB00578,DB02841,FRENCHDB,0
0,0,0,0,0,DB08608,DB06595,FRENCHDB,0
0,0,0,0,0,DB02083,DB08588,FRENCHDB,0
0,0,0,0,0,DB03976,DB12455,FRENCHDB,0
0,0,1,1,0,DB02691,DB01394,FRENCHDB,0
0,0,0,0,0,DB03018,DB08528,FRENCHDB,0
0,0,0,0,0,DB03624,DB02042,FRENCHDB,0
0,0,0,1,1,DB06271,DB06174,FRENCHDB,0
0,0,0,0,0,DB07781,DB07210,FRENCHDB,0
0,0,0,0,0,DB04022,DB07400,FRENCHDB,0
0,0,0,0,0,DB08489,DB00582,FRENCHDB,0
0,0,0,0,0,DB04529,DB08508,FRENCHDB,0
0,0,0,0,0,DB03492,DB02700,FRENCHDB,0
0,0,0,0,0,DB16099,DB01665,FRENCHDB,0
0,0,0,0,0,DB02283,DB04490,FRENCHDB,0
0,0,0,0,0,DB06953,DB09038,FRENCHDB,0
0,0,0,0,0,DB08054,DB03039,FRENCHDB,0
0,0,0,0,0,DB03752,DB00174,FRENCHDB,0
0,0,0,0,0,DB08704,DB04485,FRENCHDB,0
0,0,0,1,0,DB08286,DB01114,FRENCHDB,0
1,1,1,1,1,DB00389,DB06292,FRENCHDB,0
0,0,0,0,0,DB08305,DB03936,FRENCHDB,0
0,0,0,0,0,DB14548,DB08253,FRENCHDB,0
0,0,0,0,0,DB03869,DB04084,FRENCHDB,0
0,0,0,0,0,DB04198,DB03564,FRENCHDB,0
0,0,0,0,0,DB07050,DB00732,FRENCHDB,0
1,0,0,0,0,DB00438,DB02532,FRENCHDB,0
0,0,0,1,0,DB02035,DB00260,FRENCHDB,0
0,0,0,0,0,DB02977,DB02435,FRENCHDB,0
0,0,0,0,0,DB03401,DB00943,FRENCHDB,0
0,0,0,0,0,DB03661,DB14544,FRENCHDB,0
0,1,1,1,0,DB08908,DB13192,FRENCHDB,0
1,0,0,1,0,DB12537,DB08597,FRENCHDB,0
0,0,0,0,0,DB02996,DB13154,FRENCHDB,0
0,0,0,0,1,DB13200,DB08574,FRENCHDB,0
1,0,1,1,1,DB14009,DB01791,FRENCHDB,0
0,0,0,0,0,DB03464,DB07544,FRENCHDB,0
0,0,0,0,0,DB03013,DB07834,FRENCHDB,0
0,0,0,0,1,DB06174,DB03223,FRENCHDB,0
0,0,0,0,0,DB02979,DB02583,FRENCHDB,0
1,0,0,1,1,DB16628,DB00645,FRENCHDB,0
0,0,0,0,0,DB02852,DB03723,FRENCHDB,0
0,0,0,0,0,DB06693,DB08643,FRENCHDB,0
1,0,0,0,1,DB05676,DB03953,FRENCHDB,0
0,0,0,0,1,DB11978,DB07204,FRENCHDB,0
0,0,0,0,0,DB02300,DB01804,FRENCHDB,0
1,0,1,1,1,DB09334,DB00343,FRENCHDB,0
0,0,0,0,0,DB02559,DB08349,FRENCHDB,0
0,0,0,0,0,DB00112,DB01810,FRENCHDB,0
0,0,0,0,0,DB11348,DB03115,FRENCHDB,0
0,0,0,0,0,DB04088,DB02516,FRENCHDB,0
0,0,0,0,0,DB03745,DB09564,FRENCHDB,0
0,0,0,0,0,DB02579,DB08242,FRENCHDB,0
0,0,0,0,0,DB07144,DB14738,FRENCHDB,0
0,0,0,0,0,DB07308,DB00370,FRENCHDB,0
0,0,0,0,0,DB02658,DB01986,FRENCHDB,0
0,0,0,0,0,DB04275,DB02044,FRENCHDB,0
1,0,0,1,0,DB00017,DB02859,FRENCHDB,0
0,0,0,1,0,DB13900,DB01088,FRENCHDB,0
0,0,0,0,0,DB08474,DB02177,FRENCHDB,0
0,0,0,0,0,DB00862,DB08403,FRENCHDB,0
0,0,0,0,0,DB06757,DB08487,FRENCHDB,0
0,0,0,0,0,DB02562,DB07857,FRENCHDB,0
0,0,0,0,1,DB08437,DB07598,FRENCHDB,0
0,0,0,0,0,DB08135,DB01602,FRENCHDB,0
0,0,0,0,0,DB04720,DB03233,FRENCHDB,0
0,0,0,0,0,DB01688,DB09275,FRENCHDB,0
0,1,0,0,1,DB00571,DB03101,FRENCHDB,0
0,0,0,0,0,DB09422,DB02967,FRENCHDB,0
0,0,0,0,0,DB07561,DB04075,FRENCHDB,0
0,0,0,0,0,DB02382,DB02327,FRENCHDB,0
0,0,0,0,0,DB07291,DB06043,FRENCHDB,0
0,0,0,0,0,DB08531,DB08574,FRENCHDB,0
0,0,0,0,0,DB03964,DB02991,FRENCHDB,0
1,0,1,1,1,DB00838,DB00370,FRENCHDB,0
0,0,0,0,0,DB04030,DB03472,FRENCHDB,0
0,0,0,0,0,DB04530,DB01032,FRENCHDB,0
0,0,0,0,0,DB02147,DB15171,FRENCHDB,0
0,0,0,0,0,DB08128,DB01047,FRENCHDB,0
0,0,0,0,0,DB07079,DB08218,FRENCHDB,0
0,0,0,0,1,DB09303,DB03803,FRENCHDB,0
0,0,0,0,0,DB07734,DB00993,FRENCHDB,0
0,0,0,0,0,DB03732,DB00282,FRENCHDB,0
0,0,0,0,0,DB01690,DB11584,FRENCHDB,0
0,0,0,0,0,DB08478,DB08527,FRENCHDB,0
0,0,0,0,0,DB13952,DB04480,FRENCHDB,0
0,0,0,0,0,DB00070,DB08408,FRENCHDB,0
1,0,0,1,1,DB00924,DB14074,FRENCHDB,0
0,0,0,0,1,DB01337,DB08239,FRENCHDB,0
0,0,0,0,0,DB04386,DB00102,FRENCHDB,0
0,0,0,0,0,DB02710,DB06855,FRENCHDB,0
0,0,0,0,0,DB07506,DB13155,FRENCHDB,0
1,0,1,0,1,DB11575,DB06787,FRENCHDB,0
0,0,0,0,0,DB03137,DB07940,FRENCHDB,0
0,0,0,0,0,DB07147,DB03413,FRENCHDB,0
0,0,0,0,0,DB03582,DB08238,FRENCHDB,0
1,1,1,1,1,DB00467,DB01416,FRENCHDB,0
0,0,0,0,0,DB06922,DB04753,FRENCHDB,0
0,0,0,0,0,DB03582,DB08487,FRENCHDB,0
0,0,0,0,0,DB00004,DB07826,FRENCHDB,0
0,0,0,0,0,DB03731,DB07377,FRENCHDB,0
1,0,0,0,1,DB00784,DB02377,FRENCHDB,0
0,0,0,0,0,DB00107,DB08276,FRENCHDB,0
0,0,0,0,0,DB03534,DB04761,FRENCHDB,0
0,0,0,0,0,DB03103,DB14707,FRENCHDB,0
1,1,0,1,0,DB04363,DB15303,FRENCHDB,0
0,0,0,0,1,DB01338,DB07635,FRENCHDB,0
0,0,0,0,0,DB07882,DB02628,FRENCHDB,0
0,0,0,0,0,DB02302,DB02135,FRENCHDB,0
1,0,0,1,1,DB00308,DB15165,FRENCHDB,0
0,0,0,0,0,DB07223,DB04311,FRENCHDB,0
0,0,0,0,0,DB03542,DB16695,FRENCHDB,0
1,0,1,1,1,DB01599,DB06616,FRENCHDB,0
0,0,0,0,0,DB01663,DB00195,FRENCHDB,0
0,0,0,0,0,DB08228,DB09043,FRENCHDB,0
0,0,0,0,0,DB07406,DB08475,FRENCHDB,0
1,0,0,0,0,DB02432,DB05777,FRENCHDB,0
0,0,0,0,0,DB02297,DB00764,FRENCHDB,0
0,0,0,0,0,DB07391,DB00922,FRENCHDB,0
0,0,0,0,0,DB08266,DB11635,FRENCHDB,0
0,0,0,0,0,DB07864,DB02340,FRENCHDB,0
0,0,0,0,0,DB08495,DB02252,FRENCHDB,0
0,0,0,0,0,DB00940,DB07899,FRENCHDB,0
0,0,0,0,0,DB07123,DB00881,FRENCHDB,0
0,0,0,0,0,DB07705,DB02503,FRENCHDB,0
1,0,0,1,1,DB02034,DB01173,FRENCHDB,0
1,0,1,0,1,DB06636,DB13174,FRENCHDB,0
0,0,0,0,0,DB01065,DB06837,FRENCHDB,0
0,0,0,0,0,DB04681,DB04714,FRENCHDB,0
0,0,0,0,0,DB04293,DB06779,FRENCHDB,0
0,0,0,0,0,DB04117,DB08521,FRENCHDB,0
0,0,0,0,0,DB01929,DB07504,FRENCHDB,0
0,0,0,0,0,DB01088,DB02636,FRENCHDB,0
1,1,1,1,1,DB01007,DB00697,FRENCHDB,0
0,0,0,0,0,DB03719,DB03152,FRENCHDB,0
0,0,0,0,0,DB06614,DB04736,FRENCHDB,0
0,0,0,0,0,DB07202,DB08818,FRENCHDB,0
0,0,0,0,0,DB02643,DB02743,FRENCHDB,0
0,0,0,1,1,DB03321,DB06285,FRENCHDB,0
0,0,0,0,0,DB03780,DB03935,FRENCHDB,0
0,0,0,0,0,DB02464,DB07009,FRENCHDB,0
0,0,0,0,0,DB03165,DB07037,FRENCHDB,0
0,0,0,0,0,DB12698,DB03472,FRENCHDB,0
0,0,0,0,0,DB07530,DB03798,FRENCHDB,0
1,0,1,1,1,DB06218,DB00251,FRENCHDB,0
0,0,0,0,0,DB01877,DB01608,FRENCHDB,0
0,0,0,0,0,DB03186,DB08431,FRENCHDB,0
0,0,0,0,0,DB08410,DB04505,FRENCHDB,0
1,0,0,0,0,DB00016,DB11294,FRENCHDB,0
0,0,0,0,0,DB15791,DB03338,FRENCHDB,0
0,0,0,0,1,DB06202,DB02429,FRENCHDB,0
0,0,0,0,0,DB06881,DB09288,FRENCHDB,0
0,0,0,0,0,DB07979,DB02572,FRENCHDB,0
0,0,0,0,0,DB00025,DB02603,FRENCHDB,0
1,0,1,1,1,DB01656,DB08936,FRENCHDB,0
1,0,1,1,1,DB17472,DB00340,FRENCHDB,0
0,0,0,0,0,DB02755,DB08121,FRENCHDB,0
0,0,0,0,0,DB04761,DB07587,FRENCHDB,0
0,0,0,0,1,DB05246,DB03865,FRENCHDB,0
1,0,0,1,1,DB07419,DB01331,FRENCHDB,0
0,0,0,0,0,DB04180,DB03951,FRENCHDB,0
0,0,0,0,0,DB03101,DB07645,FRENCHDB,0
1,0,0,0,0,DB03107,DB09345,FRENCHDB,0
0,0,0,0,0,DB03632,DB07141,FRENCHDB,0
0,0,0,0,1,DB01295,DB07430,FRENCHDB,0
0,0,0,0,0,DB07236,DB01176,FRENCHDB,0
0,0,0,0,0,DB07669,DB02343,FRENCHDB,0
0,0,0,0,0,DB14083,DB07857,FRENCHDB,0
0,0,0,0,0,DB04101,DB08071,FRENCHDB,0
0,0,0,0,0,DB04790,DB11737,FRENCHDB,0
0,0,0,0,0,DB02185,DB02846,FRENCHDB,0
